,枠番,年齢,体重,平均ST,全国-勝率,全国-2連率,全国-3連率,当地-勝率,当地-2連率,当地-3連率,モーター-2連率,モーター-3連率,単勝オッズ,レーサーid,着順
3,4,27,46.5,0.15,6.94,52.38,65.48,7.15,58.97,66.67,39.36,56.38,7.7,4773,2
4,5,27,45.0,0.14,6.41,45.22,63.48,5.12,35.29,52.94,38.79,54.67,11.0,3932,6
5,6,60,48.1,0.17,4.98,26.51,48.19,5.73,35.29,60.78,39.13,52.66,27.9,4733,5
0,1,45,50.5,0.13,7.17,48.89,68.15,0.0,0.0,0.0,34.38,56.25,1.5,3590,3
1,2,35,46.0,0.15,7.71,58.41,79.65,8.35,72.5,87.5,35.71,60.71,4.8,3415,1
2,3,40,52.0,0.13,7.28,48.74,67.23,7.48,60.87,73.91,34.62,53.85,7.2,4590,6
3,4,36,47.0,0.16,7.54,56.43,76.43,8.6,80.0,92.0,29.17,45.83,9.4,4205,5
4,5,29,51.5,0.15,7.43,57.03,72.66,7.47,55.71,82.86,54.55,72.73,12.4,4787,4
5,6,39,52.0,0.11,7.89,59.55,73.03,6.75,50.0,62.5,27.59,34.48,6.7,4030,2
0,1,34,47.7,0.16,5.76,43.28,56.72,5.73,36.36,45.45,45.57,54.43,1.3,3611,2
1,2,27,45.5,0.15,6.64,48.35,65.93,6.8,50.0,70.0,40.66,51.65,3.9,4443,4
2,3,42,46.5,0.17,6.41,43.24,68.92,3.89,11.11,33.33,39.08,59.77,10.2,3845,5
3,4,38,44.0,0.19,4.94,27.85,48.1,5.29,33.93,50.0,31.65,49.37,9.2,5140,6
4,5,40,48.8,0.17,6.07,43.07,62.77,5.18,28.95,44.74,32.53,51.81,12.3,4678,1
5,6,38,47.0,0.16,5.17,31.4,50.0,0.0,0.0,0.0,33.73,49.4,30.2,4225,3
0,1,39,52.0,0.13,8.54,61.62,77.78,9.23,76.92,84.62,32.69,51.92,1.1,4524,1
1,2,36,51.5,0.13,6.85,42.86,58.93,7.32,56.8,71.2,36.27,52.94,8.5,4028,4
2,3,54,52.0,0.15,7.45,47.83,66.96,7.36,54.55,90.91,32.73,47.27,17.1,3942,3
3,4,46,52.0,0.13,8.03,58.12,75.21,7.37,55.56,62.96,37.11,54.64,8.1,4446,2
4,5,34,50.5,0.12,6.55,40.74,58.33,7.32,68.18,77.27,30.43,49.57,8.3,4061,5
5,6,39,52.0,0.13,7.37,56.49,70.99,7.46,65.38,80.77,43.12,57.8,23.2,4364,6
0,1,51,51.5,0.14,7.95,58.33,75.0,7.08,44.74,65.79,31.38,48.95,1.1,3946,1
1,2,38,52.2,0.15,6.74,50.82,68.03,6.63,48.0,70.67,47.32,62.5,7.7,4148,6
2,3,45,52.2,0.15,6.96,45.61,63.16,7.34,51.72,68.97,38.18,50.0,10.5,3942,2
3,4,39,52.0,0.12,7.26,57.8,73.39,0.0,0.0,0.0,33.46,50.77,12.4,4547,3
4,5,33,53.6,0.14,6.6,46.73,68.22,5.87,26.67,60.0,37.31,55.22,13.4,4350,4
5,6,35,52.0,0.14,7.14,53.57,67.86,7.0,52.63,63.16,29.58,43.75,19.0,4095,5
0,1,54,52.0,0.16,7.24,54.55,68.18,8.25,72.95,84.43,38.76,54.26,1.3,4850,1
1,2,42,52.1,0.14,7.32,63.64,76.77,7.0,54.55,81.82,37.31,58.21,6.3,5018,2
2,3,43,52.6,0.14,7.09,52.94,68.07,8.04,60.71,82.14,37.6,60.8,7.1,4095,6
3,4,37,51.5,0.14,7.21,54.07,74.07,8.38,62.5,100.0,38.81,58.96,5.1,3499,3
4,5,50,52.0,0.16,6.59,48.84,66.28,7.52,61.49,79.5,39.69,59.54,14.0,4734,5
5,6,45,53.1,0.12,6.69,47.93,66.12,7.46,62.13,78.11,34.56,52.94,20.0,4362,4
0,1,41,47.0,0.17,7.55,58.47,77.12,6.96,50.0,71.43,20.12,35.98,1.0,3175,3
1,2,43,47.0,0.16,7.32,61.96,69.57,7.97,66.67,83.33,37.28,50.89,7.6,5019,4
2,3,24,45.0,0.2,4.72,29.41,44.54,4.0,20.0,40.0,37.06,58.24,11.6,3994,1
3,4,30,47.7,0.21,6.48,51.04,66.67,6.26,48.72,61.54,29.07,43.02,8.2,3188,2
4,5,63,45.5,0.17,6.06,40.15,64.39,5.55,30.0,45.0,31.82,53.41,26.2,4680,5
5,6,38,47.0,0.13,6.11,48.36,58.2,5.38,37.5,46.88,30.06,49.69,28.6,4884,6
0,1,23,52.0,0.14,6.99,53.4,67.96,6.37,44.74,68.42,0.0,0.0,1.6,4676,3
1,2,49,52.4,0.13,6.74,44.44,64.29,7.5,70.0,70.0,30.0,40.0,5.1,4706,6
2,3,35,52.0,0.14,7.02,50.0,65.45,0.0,0.0,0.0,54.55,72.73,7.4,3415,1
3,4,37,52.0,0.14,5.93,41.18,62.5,6.1,38.46,66.67,60.0,60.0,5.0,4254,2
4,5,36,53.9,0.12,8.16,59.8,80.39,6.33,46.67,53.33,0.0,0.0,5.5,4133,4
5,6,42,52.0,0.16,6.46,47.76,69.4,5.6,40.0,50.0,20.0,20.0,26.5,4637,5
0,1,36,52.1,0.13,7.69,60.18,76.11,7.15,51.35,67.57,30.16,46.83,1.0,4524,1
1,2,44,52.0,0.13,6.73,34.75,57.63,6.75,45.0,50.0,33.83,54.14,9.3,4188,5
2,3,30,51.5,0.14,7.4,53.64,68.18,6.0,22.22,55.56,30.0,42.31,10.3,4573,2
3,4,39,52.0,0.15,6.73,51.56,64.06,6.42,47.73,59.85,29.06,43.59,17.7,4262,6
4,5,40,52.4,0.13,7.66,47.32,67.86,9.1,79.31,96.55,38.02,52.89,8.3,4504,3
5,6,48,52.8,0.14,7.51,50.91,69.09,7.12,38.46,65.38,38.02,49.59,25.3,3946,4
0,1,36,52.0,0.15,7.39,43.81,67.62,6.88,37.5,50.0,41.55,60.56,1.1,4205,1
1,2,37,52.0,0.14,7.47,55.56,73.02,6.26,41.18,58.82,39.04,58.22,7.7,4686,4
2,3,49,52.3,0.1,6.79,47.22,61.11,6.24,28.57,52.38,28.57,42.24,8.2,3942,6
3,4,47,52.0,0.14,6.9,42.98,63.64,6.74,39.47,57.89,27.74,45.81,8.6,4030,2
4,5,36,52.0,0.13,6.73,39.17,56.67,6.96,45.83,54.17,30.67,45.33,16.6,4504,3
5,6,38,52.5,0.12,7.03,45.69,59.48,5.38,23.53,41.18,39.46,56.46,18.8,4459,5
0,1,32,47.0,0.15,5.83,40.2,56.86,5.62,42.86,61.9,31.88,49.38,1.2,4243,5
1,2,42,46.0,0.19,6.24,38.55,66.27,6.06,42.42,69.7,47.02,61.59,4.5,3528,3
2,3,43,46.0,0.16,5.18,28.57,49.45,5.4,36.47,49.41,41.36,58.02,11.5,4246,2
3,4,34,47.0,0.19,5.3,36.19,51.43,5.68,39.29,57.14,19.61,37.91,13.3,4900,6
4,5,49,48.6,0.18,4.37,25.33,34.67,0.0,0.0,0.0,40.99,56.52,22.6,4965,1
5,6,36,47.1,0.19,5.95,43.02,60.47,6.53,34.21,50.0,31.13,44.37,13.3,4680,4
0,1,38,52.0,0.15,6.88,49.07,66.67,6.84,47.37,68.42,39.63,56.68,1.1,3590,1
1,2,37,52.0,0.12,7.23,35.0,68.75,8.38,62.5,79.17,26.04,43.75,11.7,3780,2
2,3,50,53.4,0.13,7.44,50.51,65.66,7.33,60.87,73.91,33.49,48.33,11.1,4932,6
3,4,33,51.0,0.13,6.85,41.82,60.0,7.57,64.86,81.08,48.86,63.93,4.3,4573,3
4,5,47,52.0,0.14,6.71,42.74,64.96,5.71,35.29,52.94,34.55,50.45,26.6,4305,5
5,6,40,52.2,0.16,6.78,47.76,62.69,6.74,45.71,62.86,40.1,54.46,57.7,4445,4
0,1,37,52.1,0.12,7.1,51.2,66.4,6.89,38.89,55.56,30.77,53.85,1.2,4168,1
1,2,40,52.0,0.12,7.92,56.44,77.23,7.96,50.0,61.54,56.41,69.23,4.7,4573,4
2,3,35,52.0,0.14,7.12,52.89,66.94,6.49,28.57,51.43,42.86,64.29,9.4,4296,6
3,4,39,52.0,0.12,7.23,56.45,72.58,7.49,61.07,73.28,44.44,55.56,7.3,4500,5
4,5,40,52.3,0.13,6.95,45.53,64.23,7.82,64.71,64.71,25.64,43.59,21.3,4851,2
5,6,37,52.0,0.16,6.7,42.86,68.42,6.27,45.45,72.73,38.71,64.52,17.8,4320,3
0,1,48,51.0,0.15,7.26,51.2,67.2,0.0,0.0,0.0,40.0,40.0,1.6,3415,1
1,2,62,53.4,0.17,6.27,48.05,64.29,6.88,54.17,75.0,50.0,66.67,7.3,3984,6
2,3,51,51.0,0.14,7.61,53.77,69.81,8.5,75.0,87.5,28.57,50.0,3.6,3822,5
3,4,53,51.5,0.15,6.25,41.55,67.61,6.33,61.9,71.43,62.5,87.5,10.6,3908,3
4,5,48,53.9,0.14,6.93,54.47,69.11,6.19,37.5,50.0,57.14,71.43,13.2,3744,2
5,6,49,52.6,0.13,6.56,47.18,59.15,4.76,24.0,36.0,44.44,66.67,6.8,3952,4
0,1,46,52.0,0.13,7.99,55.96,68.81,8.12,61.54,76.92,39.31,56.55,1.3,4324,1
1,2,33,52.0,0.16,6.33,39.37,65.35,6.51,44.44,66.67,30.46,52.32,6.9,5121,6
2,3,51,52.0,0.17,7.41,54.84,79.57,7.42,47.37,73.68,40.71,58.57,7.7,3854,5
3,4,41,51.0,0.13,7.09,54.26,68.22,6.85,40.0,65.0,32.61,49.28,8.5,4137,4
4,5,39,52.0,0.14,6.45,42.06,57.94,6.43,42.86,67.86,33.97,54.49,6.5,4566,2
5,6,36,52.0,0.13,6.66,47.11,64.46,7.77,62.86,88.57,35.17,55.17,22.6,4308,3
0,1,24,52.0,0.14,6.52,49.6,65.6,5.86,39.35,58.06,28.57,42.86,1.4,4401,6
1,2,42,52.3,0.17,5.56,39.25,57.01,6.21,44.68,65.96,45.16,62.9,3.5,4136,1
2,3,41,52.0,0.14,7.13,57.26,75.0,7.24,61.9,76.19,46.34,63.41,7.2,4331,2
3,4,51,53.3,0.2,6.2,48.15,64.2,4.67,22.22,44.44,37.69,52.31,14.6,3870,3
4,5,50,53.0,0.18,5.09,30.21,45.83,4.78,28.0,40.0,44.54,64.71,12.9,3497,4
5,6,50,52.0,0.14,6.37,46.15,69.23,6.52,52.38,76.19,33.33,47.62,13.7,4259,5
0,1,42,47.0,0.17,6.79,52.87,67.82,7.26,47.37,73.68,34.69,51.02,1.0,4050,2
1,2,38,47.0,0.19,6.64,42.48,70.8,6.39,45.1,66.67,36.36,50.0,22.5,3334,4
2,3,60,48.3,0.2,5.24,31.11,54.44,5.62,28.21,53.85,37.5,54.17,26.2,4240,1
3,4,51,45.5,0.16,6.2,43.96,58.24,6.3,45.0,55.0,39.02,48.78,23.2,3509,6
4,5,37,46.5,0.17,6.93,47.9,75.63,6.73,46.09,68.7,39.02,56.1,19.2,4773,3
5,6,45,46.5,0.17,5.03,25.32,49.37,5.56,33.33,33.33,30.56,50.0,6.1,4464,5
0,1,47,47.3,0.17,6.66,51.56,70.31,7.24,61.9,80.95,27.08,41.67,1.7,4680,1
1,2,26,47.8,0.14,5.01,24.29,41.43,6.18,45.45,63.64,44.9,69.39,2.1,4909,3
2,3,33,52.9,0.12,5.62,45.24,57.14,3.85,19.23,34.62,24.0,44.0,6.8,5174,2
3,4,34,46.5,0.2,5.55,32.0,55.0,5.44,33.33,55.56,38.78,63.27,10.8,5203,6
4,5,53,46.0,0.17,5.03,28.99,49.28,0.0,0.0,0.0,50.0,74.0,46.2,4385,5
5,6,51,49.0,0.17,5.33,34.74,50.53,0.0,0.0,0.0,37.5,47.92,41.0,4050,4
0,1,37,51.5,0.13,7.56,62.5,77.68,6.77,40.0,76.67,38.89,51.11,1.5,4851,2
1,2,47,53.1,0.14,7.33,51.76,63.53,7.44,55.56,55.56,24.69,41.98,11.6,4444,1
2,3,39,52.0,0.11,8.01,58.67,66.67,0.0,0.0,0.0,39.53,54.65,2.1,4643,4
3,4,50,52.7,0.17,7.22,51.58,73.68,8.61,72.22,88.89,32.91,56.96,15.1,4762,6
4,5,29,52.5,0.13,6.75,37.33,52.0,9.0,57.14,71.43,27.5,42.5,18.4,4685,5
5,6,29,51.0,0.15,7.61,56.52,72.83,7.0,35.29,52.94,34.94,49.4,40.8,4604,3
0,1,36,52.0,0.13,7.62,61.72,78.91,7.29,57.14,66.67,27.04,40.25,1.4,4688,1
1,2,34,50.5,0.12,7.14,51.06,63.83,6.88,50.36,66.91,32.9,48.39,3.8,4762,3
2,3,37,50.0,0.16,6.89,54.55,72.73,6.25,41.53,61.02,29.75,46.2,4.1,4052,4
3,4,26,50.5,0.15,4.21,25.0,32.14,6.1,30.0,60.0,30.91,48.48,17.1,4713,2
4,5,33,52.7,0.15,5.97,45.45,58.68,7.14,57.14,76.19,32.69,46.79,22.0,4933,5
5,6,33,52.3,0.15,6.81,48.48,66.67,6.45,42.37,62.71,38.61,51.27,22.0,4583,6
0,1,27,46.5,0.15,6.95,55.14,67.29,0.0,0.0,0.0,28.0,40.67,1.4,4399,3
1,2,38,47.0,0.14,6.86,56.36,66.36,5.68,48.39,58.06,31.21,44.68,5.1,4433,4
2,3,51,47.6,0.15,6.09,39.45,60.55,5.5,44.44,44.44,41.1,60.96,8.1,4964,1
3,4,39,46.5,0.14,6.6,43.37,73.49,5.1,30.0,60.0,33.33,53.33,9.3,5118,2
4,5,62,46.0,0.16,5.93,40.43,63.83,5.54,32.0,54.0,39.76,61.45,18.9,4738,6
5,6,39,47.2,0.15,6.13,43.94,62.12,7.2,60.0,75.0,34.81,55.06,6.8,4909,5
0,1,41,46.5,0.17,7.87,65.08,80.95,0.0,0.0,0.0,40.19,55.14,1.1,3579,1
1,2,44,44.0,0.19,5.72,39.39,58.59,5.39,33.33,50.0,38.14,51.55,5.8,5088,5
2,3,48,45.5,0.19,6.44,45.16,66.67,7.1,60.0,83.33,30.43,50.72,13.1,5146,2
3,4,56,45.5,0.2,5.17,30.19,50.94,5.38,33.33,61.54,16.88,37.66,11.0,5156,4
4,5,24,47.7,0.22,4.5,19.74,36.84,4.15,23.08,46.15,42.7,53.93,19.7,5335,3
5,6,43,46.0,0.19,6.03,38.46,59.34,0.0,0.0,0.0,26.25,37.5,23.6,4347,6
0,1,47,52.0,0.14,6.79,40.31,59.69,7.16,46.67,71.11,34.31,51.82,1.2,3415,1
1,2,46,52.0,0.1,7.02,42.11,59.65,8.67,66.67,77.78,34.84,50.32,5.9,3783,5
2,3,36,52.0,0.15,7.38,46.43,66.96,7.88,62.5,62.5,43.92,62.16,5.3,4030,2
3,4,52,51.5,0.14,7.1,42.54,63.43,6.89,44.44,66.67,34.44,47.68,16.7,3854,6
4,5,38,51.5,0.12,6.96,40.18,56.25,4.78,22.22,33.33,36.96,57.25,16.7,4573,3
5,6,48,52.0,0.14,7.04,43.27,60.58,7.48,55.56,77.78,34.19,47.1,35.8,4445,4
0,1,35,52.0,0.13,6.54,44.9,60.2,8.89,55.56,66.67,43.84,53.42,1.2,4371,1
1,2,40,52.4,0.13,8.35,59.8,78.43,9.13,68.75,87.5,39.19,52.7,3.8,4391,6
2,3,38,52.0,0.13,7.41,49.12,64.91,7.58,60.76,72.15,50.67,69.33,15.5,4686,2
3,4,29,52.0,0.14,6.95,39.81,57.28,7.48,58.21,67.16,30.99,52.11,21.8,4586,4
4,5,45,53.4,0.1,7.14,45.28,60.38,5.31,30.77,38.46,33.78,51.35,14.3,4477,5
5,6,32,52.1,0.16,6.8,47.83,64.13,7.33,44.44,66.67,41.89,60.81,11.4,4719,3
0,1,37,48.1,0.17,5.58,35.29,59.8,5.64,37.74,56.6,43.1,56.9,1.4,3845,1
1,2,31,47.7,0.13,6.83,48.91,63.04,6.57,45.1,68.63,30.23,45.35,3.3,4373,2
2,3,36,45.5,0.15,5.47,38.55,55.42,5.41,31.03,58.62,54.24,71.19,12.1,4419,3
3,4,62,46.5,0.16,5.99,41.82,62.73,6.14,51.43,60.0,28.36,49.25,5.2,4893,5
4,5,35,47.0,0.18,4.64,21.74,47.83,6.4,60.0,60.0,47.46,54.24,25.3,5013,6
5,6,38,49.1,0.16,5.8,38.46,57.14,5.66,36.0,58.0,31.82,43.94,33.7,4765,4
0,1,31,47.0,0.14,7.17,52.94,69.61,6.57,45.54,67.86,26.85,42.59,1.3,3435,1
1,2,38,47.2,0.12,6.92,57.0,70.0,6.86,54.55,68.18,33.9,52.54,4.0,4240,3
2,3,43,49.9,0.15,6.49,37.93,66.67,0.0,0.0,0.0,29.71,47.83,7.1,3999,2
3,4,41,47.0,0.17,7.75,66.15,80.77,6.95,47.62,76.19,44.94,66.29,9.7,4347,4
4,5,57,47.0,0.15,7.14,58.42,75.25,8.36,72.73,81.82,26.17,43.93,17.4,3611,5
5,6,38,47.0,0.19,6.83,48.89,74.44,6.74,54.05,70.27,35.65,53.04,22.1,4642,6
0,1,38,51.5,0.15,6.75,51.54,69.23,6.0,50.0,50.0,37.4,50.41,1.2,4269,1
1,2,28,51.5,0.16,7.17,55.36,74.11,6.89,44.44,66.67,34.67,48.0,5.2,3385,2
2,3,50,55.1,0.18,4.38,25.81,39.78,5.2,40.0,46.67,42.06,65.08,9.8,3708,3
3,4,26,52.0,0.14,6.02,46.09,60.0,6.68,52.5,70.0,37.82,59.66,8.1,4472,5
4,5,27,52.0,0.18,6.49,49.04,70.19,5.96,39.13,69.57,36.94,54.78,11.1,3843,4
5,6,36,52.0,0.17,5.65,35.19,51.85,6.2,40.0,40.0,31.01,48.84,49.1,3548,6
0,1,41,52.1,0.14,6.96,41.46,58.54,7.4,46.51,62.79,38.57,52.14,1.1,3415,1
1,2,28,53.0,0.13,7.86,58.1,74.29,7.63,41.67,66.67,40.29,56.83,6.5,3941,4
2,3,37,52.3,0.13,6.65,44.07,55.93,7.21,50.0,78.57,35.46,53.19,11.3,4205,5
3,4,39,53.4,0.13,6.89,38.6,57.89,7.05,40.54,54.05,34.03,47.22,10.6,4590,6
4,5,35,52.0,0.12,7.34,50.0,65.69,8.0,25.0,50.0,42.36,60.42,11.6,4787,3
5,6,29,50.5,0.15,6.81,43.88,64.29,7.89,33.33,77.78,46.62,60.81,16.8,3942,2
0,1,45,52.1,0.1,7.25,51.59,65.08,7.53,47.22,69.44,23.33,43.33,1.2,3783,1
1,2,48,52.0,0.14,7.16,54.31,68.97,7.25,36.11,63.89,23.53,41.18,5.8,4013,4
2,3,35,52.0,0.13,6.53,46.55,59.48,7.47,48.94,61.7,35.29,41.18,7.2,4044,6
3,4,42,52.2,0.15,6.55,43.36,56.64,7.45,47.06,62.75,40.74,66.67,7.6,4262,2
4,5,38,52.0,0.13,7.32,50.78,66.41,7.62,54.76,69.05,26.09,39.13,17.0,3942,5
5,6,36,52.0,0.14,6.73,41.38,62.07,7.42,50.0,68.42,43.75,68.75,19.3,4586,3
0,1,29,51.0,0.15,7.11,50.0,65.08,7.17,53.52,77.46,43.9,62.8,1.1,4856,1
1,2,28,52.0,0.16,7.08,58.65,75.94,1.0,0.0,0.0,48.15,65.43,6.0,4850,2
2,3,27,52.0,0.15,6.48,48.78,66.67,5.13,25.0,50.0,28.76,42.48,10.1,5075,4
3,4,28,52.0,0.16,7.15,56.1,73.98,6.7,44.44,70.37,32.52,53.37,15.7,5051,3
4,5,29,52.0,0.14,7.29,60.83,75.83,7.25,66.67,75.0,31.28,49.72,13.7,5026,6
5,6,27,52.0,0.18,6.37,47.83,67.83,7.0,60.0,70.0,32.78,52.78,22.7,4958,5
0,1,42,52.0,0.13,7.46,56.88,73.39,6.43,39.29,53.57,33.33,49.65,2.1,3590,3
1,2,37,52.0,0.12,7.34,35.96,70.79,8.03,68.12,82.61,33.99,51.63,3.8,4166,5
2,3,45,53.2,0.14,7.03,49.15,71.19,6.85,45.0,70.0,41.32,61.08,5.4,3897,6
3,4,34,51.5,0.13,6.76,45.97,66.13,7.2,50.0,60.0,43.4,61.01,3.5,4362,4
4,5,39,52.5,0.13,6.44,35.35,59.6,6.55,48.39,70.97,36.43,50.71,14.1,4932,1
5,6,36,45.0,0.14,6.91,46.4,64.8,5.18,29.41,47.06,31.54,44.97,12.4,3941,2
0,1,40,52.0,0.13,7.8,51.38,66.97,8.5,56.25,75.0,65.71,80.0,1.0,4262,1
1,2,36,52.0,0.15,7.3,49.18,68.03,7.63,64.15,80.19,44.44,72.22,7.3,4504,2
2,3,54,51.5,0.15,7.46,47.29,68.22,8.13,50.0,62.5,51.61,64.52,10.7,4444,4
3,4,37,54.3,0.12,7.41,51.88,67.67,5.81,34.38,46.88,33.33,45.45,15.1,4288,6
4,5,48,52.6,0.14,7.49,52.34,71.03,5.29,14.29,28.57,35.29,64.71,16.5,3854,5
5,6,36,52.0,0.13,7.42,56.39,74.44,6.55,40.0,60.0,25.0,52.78,43.5,4851,3
0,1,37,52.0,0.13,6.47,38.58,56.69,7.67,44.44,66.67,36.13,58.06,1.0,4388,2
1,2,42,52.0,0.13,6.73,49.63,64.44,6.88,55.43,68.48,36.49,46.62,8.7,4296,1
2,3,46,52.0,0.14,6.96,52.8,68.8,7.63,67.5,77.5,35.81,51.35,11.9,4608,3
3,4,37,52.0,0.13,7.32,58.27,69.29,7.34,57.61,73.91,44.22,58.5,14.4,4131,5
4,5,38,53.4,0.18,6.38,48.78,67.48,6.21,48.08,63.46,43.75,59.38,23.2,4161,4
5,6,34,52.0,0.16,6.24,44.26,65.57,6.42,46.15,65.38,41.45,59.87,37.9,4748,6
0,1,46,51.0,0.14,6.8,49.59,67.48,6.25,42.37,57.63,29.84,50.81,1.3,3716,1
1,2,26,52.0,0.14,7.67,62.38,76.24,7.42,58.97,75.64,37.04,56.3,6.3,4759,5
2,3,35,52.0,0.14,6.32,46.43,58.93,6.78,51.35,72.97,30.3,45.45,9.5,3996,4
3,4,35,52.0,0.13,6.92,47.12,61.54,6.22,40.54,54.05,33.33,49.28,5.4,4444,3
4,5,47,52.0,0.13,7.47,59.32,76.27,7.3,59.26,70.37,28.24,41.98,9.1,3952,2
5,6,43,52.2,0.14,5.67,39.24,55.7,6.44,47.89,70.42,28.68,44.85,15.9,4535,6
0,1,44,52.0,0.14,6.77,51.79,69.64,0.0,0.0,0.0,42.86,57.14,1.3,4025,1
1,2,47,54.1,0.16,6.9,54.55,68.83,0.0,0.0,0.0,0.0,0.0,6.9,3656,4
2,3,26,53.7,0.14,6.59,50.0,67.95,4.81,31.25,50.0,14.29,28.57,4.5,4199,5
3,4,59,51.5,0.15,6.15,48.11,60.38,5.64,36.36,63.64,37.5,50.0,11.3,4531,2
4,5,34,52.4,0.16,4.26,23.61,36.11,5.2,30.0,60.0,16.67,66.67,10.8,4150,3
5,6,38,52.0,0.18,4.86,28.57,47.25,5.69,42.31,61.54,42.86,42.86,30.8,4679,6
0,1,37,47.0,0.14,6.23,45.92,59.18,5.86,40.82,61.22,30.64,48.55,1.0,3579,1
1,2,31,47.0,0.18,4.99,31.4,38.37,4.08,20.83,37.5,31.79,47.18,7.2,4690,2
2,3,52,44.5,0.17,4.45,25.3,36.14,3.84,24.0,30.0,32.0,50.29,16.5,4589,3
3,4,30,49.1,0.16,4.85,24.07,44.44,4.63,26.32,42.11,43.96,60.99,9.8,3994,4
4,5,30,47.7,,6.36,46.15,74.36,7.8,70.0,80.0,32.5,54.0,12.1,4525,5
5,6,34,47.0,0.19,5.1,31.96,45.36,4.82,25.64,51.28,32.8,47.85,56.8,5113,6
0,1,37,52.5,0.12,6.77,45.45,61.98,7.0,56.25,75.0,29.03,38.71,1.4,4337,1
1,2,37,52.0,0.12,7.48,44.05,70.24,6.81,37.5,68.75,37.14,60.0,3.2,4418,3
2,3,33,52.0,0.12,7.4,54.26,67.02,4.0,12.5,12.5,34.62,65.38,14.5,4547,2
3,4,25,52.0,0.14,6.51,43.81,61.9,7.59,59.38,71.88,25.71,45.71,8.6,4168,6
4,5,40,51.5,0.12,8.21,61.96,81.52,8.88,80.39,86.27,51.85,62.96,7.2,4831,5
5,6,46,51.5,0.15,7.14,50.45,64.86,7.22,51.85,62.96,29.03,41.94,41.0,3779,4
0,1,43,48.9,0.15,6.6,39.58,66.67,6.85,51.35,70.27,30.38,51.9,1.0,4183,4
1,2,55,45.5,0.15,6.5,44.72,64.23,6.4,45.0,65.0,34.33,50.75,6.4,5205,2
2,3,52,47.7,0.14,5.98,39.17,60.0,6.42,58.33,66.67,42.35,51.76,9.6,4758,1
3,4,34,51.0,0.18,5.78,33.33,57.14,0.0,0.0,0.0,32.94,42.35,10.6,4243,3
4,5,54,45.0,0.18,5.27,34.26,52.78,5.01,27.19,50.0,48.61,65.28,27.6,5195,6
5,6,51,48.4,0.17,5.32,35.48,49.46,5.14,35.71,42.86,31.17,44.16,34.5,4317,5
0,1,50,52.7,0.13,6.66,33.9,54.24,6.71,29.41,47.06,29.81,50.96,1.3,4013,4
1,2,34,52.0,0.13,7.01,40.74,56.48,7.14,39.29,60.71,45.87,55.05,4.5,4528,2
2,3,38,52.0,0.12,7.04,40.82,56.12,5.88,36.0,44.0,29.73,51.35,8.7,4148,6
3,4,40,52.5,0.13,6.57,50.82,67.21,7.2,54.27,80.49,37.27,53.64,7.2,4342,1
4,5,42,52.3,0.12,7.61,59.84,76.23,7.65,55.0,75.0,38.32,60.75,14.9,4320,3
5,6,34,52.0,0.16,6.54,45.54,66.96,6.33,50.0,66.67,37.38,47.66,18.6,4719,5
0,1,32,52.0,0.17,6.66,51.64,67.21,0.0,0.0,0.0,43.35,58.37,1.5,3854,5
1,2,38,52.0,0.16,6.81,50.0,72.22,5.93,38.36,61.64,29.85,50.75,13.2,4500,6
2,3,39,52.0,0.11,7.94,59.52,73.81,8.43,60.71,89.29,29.33,44.89,2.4,4516,3
3,4,40,52.2,0.13,6.91,46.09,63.48,6.4,43.02,59.3,33.77,51.75,10.6,4362,4
4,5,48,53.3,0.14,6.53,44.97,63.76,7.54,64.08,79.58,33.33,43.59,17.1,4344,1
5,6,34,52.0,0.17,6.62,50.88,65.79,5.44,33.33,56.25,38.68,53.77,19.6,4573,2
0,1,39,52.2,0.13,7.48,56.64,72.57,6.97,50.0,63.33,31.43,47.14,1.2,4848,1
1,2,49,52.6,0.12,7.17,56.0,68.0,8.31,75.0,93.75,25.55,43.07,5.6,4494,2
2,3,30,52.5,0.16,6.91,53.66,73.98,0.0,0.0,0.0,27.94,48.53,8.6,4049,4
3,4,29,52.0,0.1,6.38,48.61,63.89,6.26,45.24,61.9,34.51,48.59,8.6,3554,6
4,5,37,51.5,0.12,6.33,42.5,55.83,6.74,47.37,57.89,28.68,44.19,11.8,3654,3
5,6,32,52.4,0.14,5.81,41.18,55.88,5.76,47.62,61.9,35.97,56.12,16.8,4762,5
0,1,37,45.0,0.15,5.91,42.31,61.54,5.97,44.44,58.33,38.46,59.17,2.2,4804,1
1,2,43,46.0,0.19,5.85,36.9,58.33,5.0,11.76,64.71,35.06,52.87,1.8,4569,4
2,3,33,47.0,0.14,6.04,43.16,58.95,5.35,33.33,49.28,31.58,47.95,7.3,5156,6
3,4,48,51.6,0.17,5.45,45.1,54.9,5.0,42.31,53.85,34.73,48.5,8.3,4208,2
4,5,28,47.0,0.15,5.92,42.52,59.06,4.35,23.08,42.31,34.52,45.24,16.7,4443,5
5,6,45,46.5,0.16,6.33,40.38,65.38,6.06,50.0,56.25,36.57,58.86,18.3,4011,3
0,1,46,52.0,0.12,8.16,62.63,79.8,7.2,60.0,72.0,22.22,33.33,1.0,4061,2
1,2,45,52.0,0.12,7.15,49.17,67.5,6.33,33.33,44.44,0.0,11.11,14.4,4314,4
2,3,50,53.0,0.13,7.3,48.98,65.31,7.43,43.48,78.26,58.33,75.0,10.1,5121,1
